drawdate,n1,n2,n3,n4,n5,winners5,winners4,winners3,prize5,prize4,prize3
2023-08-10, 3 6 10 14 24, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,0,120,3130,27573,2,165,4580,0.00,554.00,8.00,Free Ticket,63448.32,124.00,12.50
2023-08-11, 4 10 20 21 30, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,1,111,3006,27047,0,215,6059,60383.97,87.50,9.00,Free Ticket,0.00,555.00,16.50
2023-08-12, 13 19 28 31 33, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,1,89,2776,26393,1,191,6085,61358.92,111.00,9.50,Free Ticket,141187.02,119.00,10.00
2023-08-13, 19 23 28 35 36, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,1,75,2223,22912,0,147,4187,54663.23,117.50,11.00,Free Ticket,0.00,555.00,23.50
2023-08-14, 6 22 23 27 31, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,1,68,2374,24233,5,198,6611,54185.21,128.50,10.00,Free Ticket,24218.62,98.50,8.00
2023-08-15, 11 13 26 33 34, 10 12 22 36 50, 38 40 19 15 30, 13 26 28 32 33, 44 50 8 9 12, 4 6 8 9 8, 12 16 18 22 3,0,73,2309,24022,3,266,6643,0.00,555.00,20.50,Free Ticket,40487.13,73.50,8.00
